30.8	1017	191	963.5																
9	901.3	49	990.3																
0	1162	49	1228																
88.3	1086	131.5	1195																
24.5	1242	109.9	1214	191	1178	237	1140.5	338	1098	403	1068.7	484.8	1032	579	973.5	685	962		
605	986	637	1050.4																
559	1010	587	1068.7																
529	1040	551	1086																
579	1106.2	651	1242																
0	1436	173	1356	329	1294	521	1242	691	1195	749	1174.1								
709	1098	759	1218																
669	986	703	1063																
9	1305.1	109.9	1276																
99.5	1305.1	205	1258	329	1195	425	1158	484.8	1140.5										
475	1158	624	1114	759	1073														
538	1102	734	1025.2																
109.9	1214	157.5	1318	199	1382														
131.5	1392	354.8	1362	500	1328	595	1290.5	784.5	1222.8	1011	1140.5	1162	1086						
769	1140.5	1027	1068.7	1147	1039.3														
899	1039.3	1071	986																
841	1000	1167	910	1349	856	1461	807	1593	766	1649	744	1677	723.8						
719	945.8	951	874	1179	800	1311	758	1415	714										
951	598	1007	714																
990	598	1037	671																
958	696	1076	656	1194	626														
1231	615.8	1269	598																
1194	166	1281	260.4	1341	314	1369.5	359.1												
823	551	958	510	1013.5	510	1089	462	1209	426.7	1353	366.8	1489	326.5	1665	274	1789	237	1929	188
2387	10	2245	41	2097	96	2261	76.4	2377	68	2501	24.2	2571	10						
990	383.3	1259	294	1415	242	1587	188	1715	144	1777	136	1975	72	2147	0				
874	314	1023	262.5	1109	237	1162	237	1299	157	1415	108	1613	41	1719	0				
1637	0	1729	136																
1269	191.7	1449	166	1627	125.5	1749	83	1923	28	2005	0								
1741	0	1823.4	121																
1823.4	0	1858.5	48.4																
1957	24.2	1984.6	68																
1858.5	83	1941	188																
1777	136	1831.1	222.3																
1858.5	326.5	1804	238																
1751	352	1831.1	326.5	1907	326.5	1993	326.5	2111	294	2265	251	2387	201	2501	208	2621	179.1		
2647	72	2479	121	2369	130.2	2261	166	2014	262.5	1831.1	326.5								
1879.5	205.3	1933	282.3																
2005	166	2051.2	248																
2075	188	2305	504																
2097	0	2213	144	2329	326.5	2405	422												
2281	83	2363	191.7																
2387	294	2291	144																
2187	10	2239	76.4																
2405	0	2499	166	2571	274	2725	484												
2014	549	2179	504	2339	456.5	2405	437	2509	422	2725	364								
2447	364	2479	407																
2479	437	2507	481.3																
2479	510	2493	534																
2433	522	2535	688																
2493	575	2571	670																
2291	10	2369.5	108	2447	282.3	2463	326.5	2507	385.5	2565	470								
2589	510	2705	656	2725	688														
759	884	909	829.9	1047	766	1121	736	1341	670	1476	634.5								
1007	522	1037	559.9																
940.2	515.4	985	566.6																
878	383.3	958	510																
1023	262.5	1084.3	352																
815	188	951	166	1027	121														
830.6	95.8	931.5	83	1037	48.4	1162	0												
951	1073	1007	1202																
1037	1228	1076	1344																
1362.5	736.2	1455	884																
1476	856	1519	901.3																
1509	932	1571	1010																
1519	1010	1651	1162	1694	1218														
1415	986	1489	1089.9																
1221	901.3	1283	986																
1259	1010	1283	1040																
1329	1115.5	1349	1158																
1393	1098	1452	1195																
1555	829.6	1694	962																
1763	1086	1881	1336																
1713	1254	1799	1382	1843	1428														
1540	1436	1606.5	1518																
1633	1518	1822	1748																
1778	1784	1822	1840																
1999	1732	2063	1854																
2428	1934	2241	1550	2133	1305.1	2280.5	1266												
2055	2012	2269	2228	2361	2320														
2393	2280	2521	2462																
2575	2480	2725	2674																
2531	2480	2641	2720	2725	2912														
2115	2892	2239	3052																
2595	3000	2697	3164																
2671	2972	2715	3100																
169	3192	373	3100	497	3052	601	3000	725	2956	799	2934	923	2902	1107	2868	1235	2844		
902.1	3052	1037	2978	1211	2868	1362.5	2766												
7	3100	273	3018	499	2930	711	2844	935	2766	1132.3	2708								
1143	2722	1317	2674																
1573.3	2610	1831	2546	2010	2490														
189	2338	303	2506	395	2674														
423	2708	477	2798																
27	2988	219	2930	495	2844														
0	2820	189	2766	325	2722														
345	2744	569.6	2688	735	2674	815	2682												
1077	2538	1157	2766	1179	2832	1197	2916	1295	3192										
1362.5	3000	1395	3064																
1266.9	3112.8	1471	3052																
1431	2988	1555	3192																
1511	2820	1555	2904																
1555	2820	1606.5	2904																
1589	2958	1685	3090																
1685	2972	1778	3178																
1843	3000	1905	3082	1929	3152	1947	3192												
1883	2958	1957	3082	2010	3192														
1873	3000	1981	2972	2031	2958														
1751	2912	1929	2856																
1908.4	2836.5	1999	2820	2133	2798	2265	2744	2361	2722										
2301	2577	2428	2753																
2087	2636	2231	2596	2349	2577	2479	2526	2646	2440										
2671	2462	2725	2430																
815	2722	799	2912	799	3018														
757	2892	815	3000																
605	2916	631	2958																
631	2916	618	3024																
65.4	3082	83	3138																
41	3148	169	3110																
0	2904	153	2862																
189	2798	221	2836.5																
137	2798	189	2883																
249	2856	373	2798																
352.3	2596	249	2817.3																
311	2722	311	2788																
7	2766	189	2698	373	2665	521	2620	743	2550										
631	2024	757	2577																
153	2538	352.3	2480	580	2398														
163	2650	292	2618	395	2604	605	2528.6												
411	2528.6	477	2506	605	2480	681	2468												
631	2418	702	2490																
243.3	2418	384	2360	546	2310														
27	2408	153	2386	325	2338	580	2260												
477	2210	546	2300.5																
0	2334	169	2292																
105	2334	153	2386																
169	2166	237	2260																
261	2310	281	2334																
345	2424	352.3	2454																
366.5	2348	395	2408																
163	2228	325	2166	384	2142	423	2166	561	2116	786	2056								
815	2070	1007	2024																
995	2012	1230	1946	1555	1854	1855	1762												
1855	1774	2031	1714																
1873	1714	2151	1619.5	2229	1596	2361	1538	2428	1506										
2499	1732	2595	1887	2650	1970														
2407	1866	2521	1840	2628	1793	2725	1774												
2469	1784	2566	1762	2650	1744	2725	1724												
2165	1840	2361	1796.4																
2151	1619.5	2255	1851																
1589	2398	1815	2334	2047	2260														
2047	2154	2097	2228																
2115	2338	2165	2398																
1778	2446	1822	2528.6																
1731.5	2550	1778	2610																
1511	2154	1705	2446																
1657	2166	1731.5	2310																
1580.8	1934	1727.5	2132																
1606.5	2047	1873	2004	2140	1944														
1671	1995.5	1943	1906	2115	1874														
1540	1934.8	1731.5	1874																
1617	1982.9	1791.6	1924																
1580.8	1846.1	1617	1887																
1635.8	1906	1685	1953.5																
1230	2418	1295	2550																
1163	2506	1223	2650																
1295	2398	1362.5	2490																
1021	2408	1193	2360	1353	2313														
807	2398	1101	2322																
757	2338	1021	2260	1230	2213														
715	2228	923	2166																
7	2220	169	2142	495	2018	631	2004	702	1982.9										
0	2056	221	1982.9																
249	1995.5	474.5	1929.7	631	1887	845	1796.4												
205	1887	459	1846.1	618	1812	757	1774	879	1748	995	1714	1143	1619.5	1262.5	1554				
1101	1690	1287	1633																
1303	1596	1471	1554	1704.3	1496	1840	1448	2014	1402	2097	1372	2255	1318	2385	1286	2597	1211		
1115	1735.3	1223	1887																
1349	1572	1425	1678																
1422.5	1744	1503.5	1866																
1476	1572	1519	1661.5																
1580.8	1572	1763	1518	1929	1474	1999	1456												
1731.5	1390	1763	1456																
1519	1436	1660.4	1392																
1704.3	1392	1789.9	1368.4																
835	1572	1071	1506	1303	1436	1531	1354	1660.4	1318	1893	1276								
2133	1254	2329	1477																
2263	1436	2329	1528																
2428	1477	2583	1690																
2559	1690	2628	1793																
2531	1704	2725	1633																
2097	1732	2280.5	1661.5	2407	1633	2628	1583.5	2505.5	1428	2457	1354								
2329	1730.7	2469	1690	2567.4	1668.5														
2646	1496	2499	1305.1																
2437	1218	2231	986	2072	822.4														
786	1934	993.5	1906	1143	1887	1208.1	1866												
7	1924	169	1874	394.6	1805	477	1762	646.7	1690										
7	1846.1	189	1793	300.6	1774	477	1699.6	636	1661.5										
495	1633	529	1678																
380.8	1762	450	1887																
484.8	1824.5	511.5	1896																
636	1811.1	651	1840																
769	1774	789.3	1820																
495	1924	529	1970																
547	1982.9	605	2070																
455.6	2033	516.8	2132																
224	1995.5	271	2070																
205	2012	243.3	2082.5																
666.5	1906	769	2032.8																
1208.1	1824.5	1317	1797																
1476	1714	1573.3	1668	1660.4	1678	1694.3	1655.5	1822	1610	2014	1554								
2063	1554	2263	1482																
2208	1464	2349	1414																
2087	1436	2393	1341																
486.2	1365.5	224.1	1456	115	1482	9	1528	105	1704										
291.6	1214	329	1294																
224.1	1248.3	268.6	1318																
275	1336	338	1414																
297.5	1375	310.3	1414																
257	1464	292.1	1528																
7	1600	143	1554	246.4	1554	374.5	1514												
354.8	1428	425	1543	573	1735.3														
484.8	1543	532.9	1616.8																
7	1741.5	164.5	1704	363.2	1668	611	1600												
491	1276	508.8	1456	538	1543	573	1610												
415.4	1543	643.5	1482																
631	1464	734	1436																
380.8	1482	605	1400.5																
603.2	1380.2	874	1283.1	1037	1218														
899	1181.2	962.6	1242																
784.5	1222.8	841	1290.5																
666.5	1276	694	1305.1	709	1380.2	717.8	1414												
757	1325.1	795	1394.5																
784.5	1474	874	1450	951	1439	1071	1414	1241	1359.8										
1115	1456	1296.5	1394.5	1393	1354	1519	1325.1	1731.5	1254	1933	1174.1	2115	1106.2						
2087	1146.5	2255	1089.9																
2231	1114	2433	1038	2551	1012.7	2657	1000	2725	971										
2190	1050.4	2405	986	2589	918	2725	874												
973	1380.2	1271	1299.1	1425	1242														
1425	1222.8	1580.8	1181.2	1731.5	1136.8	1873	1089.9												
1873	1106.2	2075	1042.5	2305	957	2532	864	2725	744										
2685	786	2725	856																
2617	829.9	2670.2	891.7																
2532	878.6	2650	1025.2	2725	1118.2														
2617	1162	2501.1	1023.4																
2457.5	962	2349	829.9																
2115	901.3	2296	856	2507	766	2670.2	707												
1713	957	1981	856	2171	786	2280.5	736												
2369.5	670	2597	636																
2369.5	723.8	2499	707	2643.6	661	2725	643.4												
2171	864	2428	760.8																
2097	945.8	2305	891.7	2369.5	856														
1306.6	1184	1408.8	1156.3	1463	1136.8	1555	1114	1727.5	1086	1873.3	1050.4	2031	990.3						
2005	943.6	2203	1195	2362.5	1388.5														
1969	1254	2055	1354																
1831.1	1345	1994	1298																
1953	1354	2039	1464	2147	1610														
1929	1474	1983	1572																
1873.3	1506	1912.5	1572																
1933	1600	1969	1670.8																
1649	1414	1694	1477																
1671	1518	1751	1600																
1555	1318	1606.5	1388.5																
1627	1211	1704.3	1368.4	1415	1353.3	1463	1400.5												
1329	1388.5	1393	1482																
1362.5	1496	1422.5	1572																
1057	1514	1147	1655.5																
1028.1	1518	1101	1646.3																
962.6	1450	1013.5	1522.1																
1071	1414	1102	1456																
1028.1	1441.3	1057	1482																
1147	1414	1158.5	1441.3																
1209.4	1424	1223	1456																
1147	1114	1167	1140.5																
1194	1025.2	1408.8	957	1573.3	891.7	1731.5	860.8	1791.6	846.5										
1671.5	846.5	1831.3	800	1983	744														
1349	884	1489	846.5	1568.5	807	1704.3	766	1843	723.8	1956	688	2075	643.4	2171	626	2339	605.3		
1777	671	1893	643.4	1994	618														
1999	599	2151	566.6	2208	582	2278.5	575	2387	540.9	2407	534								
2296	301	2051.2	392	1912.5	446.7	1778	491	1763	491	1660.4	522								
2031	392	1800	419.1																
1439	582	1573.3	549	1745	534	1777	534												
1778	504	1827.3	566.6																
1476	688	1606.5	644.5	1731.5	612.5	1800	575	1879.5	575										
1858.5	582	1912.5	653																
1873	653	2005	786																
1892.9	719.5	1956	821																
1843	812.4	1885.5	878.6																
1677.7	707	1827.3	884																
1752.5	856	1969	1146.5																
1627	810.1	1660.4	845.5																
1660.4	891.7	1752.5	1017																
874	925.1	1007	901.3	1133	878.6	1287	829.9	1452	766										
1383	670	1476	800																
1439	670	1519	789																
1076	1214	1262.5	1131																
1317	1106.2	1503.5	1040	1649	986	1713	957												
1325	1140.5	1476	1106.2	1531	1184														
1505	1102	1606.5	1073																
1615	1050.4	1827.3	990.3	1978.2	935.9														
2147	800	2299	993.1																
2115	683.6	2278.5	874																
2329	935.9	2393	1031.6																
2329	1012.7	2361	1050.4																
2291	1214	2417	1172.5	2565	1146.5														
2299	1180.3	2493	1115.5																
2535	1102	2643.6	1068.7																
2163	598	2208	697																
2115	612.5	2163	671																
2223	582	2254.5	683.6																
1978.2	419.1	2055	534																
1893	326.5	1939	414																
2643.6	1276	2705	1382																
2650	1414	2739	1368.4																
2597	1506	2725	1482																
2305	1610	2507	1534																
2517	0	2572.5	108	2650	201														
2063	248	2087	294																
2097	307.3	2133	346	1615	288.9	1677	392												
1422.5	459.1	1519	446.7	1589.7	426.7	1660.4	402	1763	368										
1339	188	1452	340.5																
1439	238	1497	314																
1179	598	1250	582	1397	532	1489	504												
1259	861.9	1287	935.9																
1303	845.5	1349	925.1																
1296.5	983.7	1339	1085.3																
1042.5	945.8	1086.5	1034.5																
996.3	986	1023	1042.5																
989	807	1022	884																
573	504	666.5	644.5																
500	534	529	570																
463.9	426.7	463.9	504																
374.5	426.7	411	504																
395	770.3	463.9	962																
329	864	380.8	962																
269	898.9	281	935.9																
9	422	188.1	634.5																
153	437	205.5	504																
1266.9	2856	1449	2817.3																
1115	3018	1186	3000	1266.9	2958	1368.9	2884												
954	3192	1186	3090																
495	3192	455.6	3100																
569.6	2771	618	2870																
923	2424	965	2468																
819	2360	911	2490																
95	2439	49	2550	41	2636														
9	1720.5	59.4	1784	131.5	1887														
105	1678	153	1784																
137	1774	224.1	1944																
189	1579.9	224.1	1655.5																
380.8	1582.2	423	1635.4																
300.6	1678	338	1732																
651	1584.8	749	1754																
733.8	1461.6	733.8	1559	776	1690														
861	1730.7	931	1825.6	973	1953.5														
2255	2480	2406	2446																
2375	2320	2457	2292	2521	2255.3														
2521	2300	2567.4	2378																
2407	2182	2567.4	2142	2685	2101.5														
2417	2032.8	2479	2154																
2393	2108	2417	2179.5																
2208	2166.4	2296	2339	2329	2454														
1969	2522	2012	2577																
2021	2506	2047	2550																
1957	2744	1990.5	2798																
1973.8	2682	1990.5	2722																
1855	2709	1881	2766																
2301	2958	2417	3090																
2263	2946	2319	3024																
2291	3032	2329	3090																
2375	2916	2417	3036																
1431	2348	1533	2310	1685	2260	1800	2197	1883	2166.4										
1892.9	2101.5	1929	2166.4																
1990.5	2101.5	2014	2142																
1266.9	2101.5	1349	2210																
1353	2134	1395	2210																
1086.5	2108	1339	2047.3	1511	1995.5														
1407	1934.8	1471	2070																
1266.9	1969.4	1287	2002.4																
1158.5	1982.9	1199	2047																
1102	2310	1163	2398																
